name,specialization,city,experience,rating,phone,email,formattedAddress
"Dr Abdul Baqi","Cardiologists","karachi",10,3.6,"03963-6611266","dr.abdul.baqi427@diagnoai.com","The Aga Khan Universiy hospital                 CC Nazerali Walji-2, Karachi.  Walji-2 , karachi"
"Dr. Amer Latif","Liver Transplant Surgeon","Lahore",12,3.6,"03376-2261979","dr..amer.latif654@diagnoai.com","Doctors Hospital                 152-G/1, Canal Bank, Johar TownLahore.  Johar Town , Lahore"
"Dr Amanullah Khan","ENT Specialist","Lahore",10,3.7,"03216-3306696","dr.amanullah.khan685@diagnoai.com","Rasheed Hospital                Main Boulevard, Main Defence Road, Lahore.   Main Defence Road , Lahore"
"Dr Sabreena Sohail","Skin Specialists | Dermatologists","Lahore",12,3.7,"03664-5182601","dr.sabreena.sohail154@diagnoai.com","Sabrina Sohail 20 - Main Wahdat Road, Lahore.  Wahdat Road , Lahore"
"Dr Nargis Waqar","Gynecologists","Lahore",23,3.7,"03387-6290356","dr.nargis.waqar912@diagnoai.com","National hospital & Medical Center DHA Lahore                  Model Town , Lahore"
"Dr Lubna Zubair","Gynecologists","Lahore",8,4.4,"03135-6065119","dr.lubna.zubair709@diagnoai.com","Itefaq Hospital                Near H- Block, Model Town, Lahore.   Model Town , Lahore"
"Dr Ehsan Ali","ENT Specialist","Lahore",20,4.2,"03662-6081659","dr.ehsan.ali997@diagnoai.com","Al - Shafi Hospital                Allama Iqbal Town, Lahore.   , Lahore"
"Dr Muhammad Musharraf","Cardiologists","karachi",8,4.7,"03625-3761854","dr.muhammad.musharraf375@diagnoai.com","National Medical Centre                A-5/A, National Highway, Phase 1, Defence Housing Authority,Near Kala Pul, Karachi.  DHA , karachi"
"Dr Ashraf Kamaruddin","Gynecologists","karachi",8,4,"03279-7224644","dr.ashraf.kamaruddin545@diagnoai.com","Zainab Panjwani Memorial Hospital                Mohammad Ali Habib Road, Numaish, Karachi.  Numaish , karachi"
"Dr Naheed Sultana","Gynecologists","Islamabad",24,4.2,"03223-1978420","dr.naheed.sultana232@diagnoai.com","Sughra Bilques Memorial Hospital                12, H/2, G-8 Markaz, Islamabad.  G-8 , Islamabad"
"Dr Saeeda Ashraf Malhi Brig (Retd)","Gynecologists","Rawalpindi",4,4,"03688-3175592","dr.saeeda.ashraf.malhi.brig..retd.212@diagnoai.com","Anwar Hospital                Peshawar Road, Islamabad/Rawalpindi  Peshawar Road , Rawalpindi"
"Dr Waseem Sheikh","Gynecologists","Rawalpindi",18,4.6,"03169-9759478","dr.waseem.sheikh99@diagnoai.com","Al-Qaim Hospital                B-Block, Satellite Town, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Hamida Zafar Bukhari","Gynecologists","Rawalpindi",18,3.7,"03443-3052533","dr.hamida.zafar.bukhari466@diagnoai.com","Zeb Medical Centre                Saidpur Road, Islamabad.  Saidpur Road , Rawalpindi"
"Dr Azra Rizwan","Endocrinologist","karachi",6,4.3,"03856-7483613","dr.azra.rizwan122@diagnoai.com","The Aga Khan University Hospital                CC Nazerali Walji-1, Karachi.  Stadium Road , karachi"
"Dr Tariq Rasheed","Skin Specialists | Dermatologists","Lahore",11,4.1,"03928-3599593","dr.tariq.rasheed150@diagnoai.com","Farooq Hospital                Main Boulevard Allama Iqbal Town, Lahore .  Allama Iqbal Town , Lahore"
"Dr M Saleem Qureshi","Diabetologists","Islamabad",15,3.7,"03546-5775622","dr.m.saleem.qureshi13@diagnoai.com","The Diabetes and Liver Clinic                11 Block F-6/2, Hill Road, F-6, Islamabad/Rawalpindi.  F-6 , Islamabad"
"Dr Urooj Malik","Gynecologists","karachi",21,4.5,"03777-6841105","dr.urooj.malik858@diagnoai.com","Dr Ziauddin Hospital                 Plot No. 33, Behind Kpt Hospital, Keamari,Karachi.  Keamari , karachi"
"Dr Asad Saeed","Diabetologists","Lahore",15,4.1,"03735-2976666","dr.asad.saeed275@diagnoai.com","Shaukat Khanum Memorial Cancer Hospital                7A Block R-3,، M.A. Johar Town، Lahore  Johar Town , Lahore"
"Dr Saleem Malik","Gynecologists","Lahore",8,4.1,"03751-9752944","dr.saleem.malik390@diagnoai.com","Shaukat Khanum Memorial Cancer Hospital and Research Centre                7A Block R-3,، M.A. Johar Town، Lahore.  Johar Town , Lahore"
"Dr. Khurshid Khan","Diabetologists","Lahore",12,4.6,"03204-9392834","dr..khurshid.khan144@diagnoai.com","Doctors Hospital                 152-G/1, Canal Bank, Johar Town,Lahore .  Joha , Lahore"
"Dr Ihsan Ali","ENT Specialist","Lahore",17,3.6,"03604-7814650","dr.ihsan.ali583@diagnoai.com","Sarwat Anwar Medical Complex                02 - Tariq Block, New Garden Town, Lahore.  New Garden Town , Lahore"
"Dr Luqman Ahmad","Skin Specialists | Dermatologists","Lahore",23,3.9,"03688-6467191","dr.luqman.ahmad213@diagnoai.com","Ubaida Sardar Memorial Hospital                Shalimar Link Road, Mughalpura, Lahore.  MughalPura , Lahore"
"Dr Asadullah Lone","ENT Specialist","Lahore",13,3.9,"03174-3083440","dr.asadullah.lone591@diagnoai.com","Ittefaq Hospital, H - Block, Model Town, Lahore.  Model Town , Lahore"
"Dr Mumtaz Uddin Haider","Urologists","karachi",24,4.9,"03807-9471756","dr.mumtaz.uddin.haider484@diagnoai.com","DHA Medical Center                 P-38 / A, 10th Street, Khayaban-e-Rahat, Street # 10, Phase-VI, DHA, Karachi.   DHA Phase-VI , karachi"
"Dr Shabina Mirza","Skin Specialists | Dermatologists","karachi",12,3.8,"03362-4713561","dr.shabina.mirza344@diagnoai.com","D.H.A Medical Center                 P-38 / A, 10th Street, Khayaban-e-Rahat, Street # 10, Phase-VI, DHA, Karachi.  DHA Phase-VI , karachi"
"Dr Muhammad Tufail","Urologists","karachi",10,4.1,"03700-8066095","dr.muhammad.tufail873@diagnoai.com","Memon Medical Institute Hospital                 Hyder Buksh Gabol Road,Safoora Goth, Karachi.  Safoora Goth , karachi"
"Dr Shahida Mansoor","Gynecologists","Rawalpindi",20,4.8,"03961-2138638","dr.shahida.mansoor308@diagnoai.com","Zoha Nursing Home                 Homepage, 251-A/1, Iftikhar Janjua Road, Rawalpindi.  Iftikhar Janjua Road , Rawalpindi"
"Dr Ahmad Fawad","Urologists","karachi",3,4.1,"03270-2504348","dr.ahmad.fawad62@diagnoai.com","Dr. Ziauddin Hospital                 Block-B, North Nazimabad, Karachi.    North Nazimabad , karachi"
"Dr Shaheen Kausar","Gynecologists","Lahore",20,4.2,"03799-1465846","dr.shaheen.kausar302@diagnoai.com","Ittefaq Hospital Trust                Near H Block, Model Town, Lahore.   Model Town , Lahore"
"Dr. Hina","Gynecologists","karachi",18,4.3,"03794-4846219","dr..hina658@diagnoai.com","Institute Of Surgery & Medicine Hospital                Agha Khan III Road, Garden East, Saddar Town, Karachi.  Saddar Town , karachi"
"Dr M.SHAFI SHAIKH","ENT Specialist","Hyderabad",15,4.3,"03464-5437623","dr.m.shafi.shaikh293@diagnoai.com","Near Hassan X-Ray, Hirabad, Hyderabad.  Hirabad , Hyderabad"
"Dr Mahmooda Masood","Gynecologists","Rawalpindi",21,3.6,"03766-5081073","dr.mahmooda.masood141@diagnoai.com","Fatima Hospital                407-B, Satelite Town.  Satellite Town , Rawalpindi"
"Dr Farah Naz Raza","Gynecologists","Lahore",16,4.3,"03595-7623222","dr.farah.naz.raza842@diagnoai.com","Shalamar Hospital                Shalimar Link Road, Mughalpura, LahoreDaily+9242-36817857+9242-36814715-18  Mughalpura , Lahore"
"Col. (R) Dr. Babar Afzal","Anesthesiologist","Rawalpindi",4,4.8,"03471-7692316","col...r..dr..babar.afzal763@diagnoai.com","Bilal Hospital                 38-A Satellite Town, Sadiqabad Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr. Sobia Shahzad","General Practitioner","Rawalpindi",14,4.6,"03907-5539817","dr..sobia.shahzad508@diagnoai.com","OPD Complex                Jhelum Road, Near Bahria Phase VIII Gate, Sawan , Rawalpindi.  Sawan , Rawalpindi"
"Dr Samar Amin","Gynecologists","karachi",18,4,"03120-2323012","dr.samar.amin820@diagnoai.com","Zainab Panjwani Memorial Hospital                Mohammadali Habib Road, Numaish, Karachi.    , karachi"
"Dr. Syed Nazir Hussian","Diabetologist","Lahore",21,4.4,"03457-7502156","dr..syed.nazir.hussian188@diagnoai.com","abu                dldskenwk3242sdaasda  Faisal Town , Lahore"
"Prof. Dr. Muhammad Ajmal","ENT Specialist","Rawalpindi",7,3.9,"03702-7649525","prof..dr..muhammad.ajmal629@diagnoai.com","Bilal Hospital                38-A, Satellite Town, Sadiqabad Road, Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Shahid A Sami","Cardiologists","karachi",14,5,"03477-1827597","dr.shahid.a.sami452@diagnoai.com","AKUH Consulting Clinic                AKUH Consulting Clinic, Stadium Road. Karachi   Stadium Road , karachi"
"Dr Amber Malik","Cardiologists","Lahore",7,3.8,"03613-9986842","dr.amber.malik670@diagnoai.com","Kanan Clinic                121, Phase-2, Main Boulevard, Shadman, Lahore.  Shadman , Lahore"
"Dr Khalida Waheed","Gynecologists","Islamabad",23,3.5,"03420-7441234","dr.khalida.waheed788@diagnoai.com","Ali Medical Centre (PVT) Ltd, Main Markaz, Sector F - 8, Islamabad.   , Islamabad"
"Dr Rashid Ahmed","ENT Specialist","Hyderabad",15,4.8,"03145-6844337","dr.rashid.ahmed295@diagnoai.com","143/3, Jail Road, Hirabad, Hyderabad.  Hirabad , Hyderabad"
"Dr Naheed Sultana","Gynecologists","Islamabad",3,4.3,"03989-3018547","dr.naheed.sultana355@diagnoai.com","Ali Medical Centr                Main Markaz, Sector F - 8, Islamabad.  F-8 , Islamabad"
"Dr Hajira Hanif","Gynecologists","Lahore",11,4.5,"03152-5843697","dr.hajira.hanif699@diagnoai.com","Fatima Memorial Hospital                Shadman, Lahore.  Shadman  , Lahore"
"Dr Attiya Mahboob","Skin Specialists | Dermatologists","Lahore",13,4.8,"03463-3787320","dr.attiya.mahboob922@diagnoai.com","Main Boulevard GardenTown, Barket Market, New Garden Town, Lahore.  New Garden Town , Lahore"
"Dr Talat Akber","Skin Specialists | Dermatologists","Lahore",17,4.5,"03395-1611455","dr.talat.akber930@diagnoai.com","146 / 1 Shadman Colony Jail Road, Lahore.   Shadman Colony  , Lahore"
"Dr Nighat Ali Shah","Gynecologists","karachi",6,4.6,"03721-4144876","dr.nighat.ali.shah501@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic 4, Stadium Road, Karachi.   Stadium Road , karachi"
"Dr Anis Ronaq","Paediatric","Lahore",17,4.1,"03168-4390476","dr.anis.ronaq445@diagnoai.com","Aadil Hospital                 - Main Boulevard, Defence, Cantt Lahore.  DHA , Lahore"
"Dr. Saima Ghayas","Gynecologists","karachi",8,3.9,"03858-2307703","dr..saima.ghayas337@diagnoai.com","Saifee Hospital                ST-1, Block-F, North Nazimabad, Karachi.  North Nazimabad , karachi"
"Dr FIRDOUS MUMTAZ","Gynecologists","Hyderabad",23,4.5,"03715-5856855","dr.firdous.mumtaz980@diagnoai.com","MF-24, Mezzanine Floor, Quaid-e-Azam Medical Center, C.M.H Road, Cantt: Hyderabad.  C.M.H Road , Hyderabad"
"Dr M Mujeeb","ENT Specialist","Lahore",16,3.8,"03233-3055117","dr.m.mujeeb63@diagnoai.com","Shaukat Khanum Memorial Cancer Hospital & Research Centre                7A Block R-3M.A. Johar Town, Lahore.  Johar Townl , Lahore"
"Dr Arif Raheem","Skin Specialists | Dermatologists","Lahore",13,4.9,"03582-6264037","dr.arif.raheem729@diagnoai.com","Rahim Hospital                 63 - Riwaz Garden Lahore.   Riwaz Garden  , Lahore"
"Dr Ayesha Hussain","Gynecologists","karachi",4,3.7,"03144-1587623","dr.ayesha.hussain280@diagnoai.com","Patel Hospital                  ST-18, Block-4 , Gulshan-e-Iqbal, Karachi.  Gulshan-e-Iqbal , karachi"
"Dr Feroze Ahmed","ENT Specialist","Islamabad",20,4,"03125-6670080","dr.feroze.ahmed656@diagnoai.com","Capital Clinic                Markaz F-10, Islamabad.  F-10 , Islamabad"
"Dr Prof Fahmida Naheed","Gynecologists","Lahore",9,3.7,"03506-2824725","dr.prof.fahmida.naheed318@diagnoai.com","Allam Iqbal Town                15-Gulshan Block, Main Bouleward, Allam Iqbal Town, Lahore.  Al-Shafi Hospital , Lahore"
"Dr. Khurshid Khan","Diabetologists","Lahore",3,4.1,"03540-8468842","dr..khurshid.khan661@diagnoai.com","Doctors Hospital                 152-G/1, Canal Bank, Johar TownLahore.  Johar Town , Lahore"
"Dr Aijaz Fatima","Gynecologists","karachi",19,3.6,"03180-3295993","dr.aijaz.fatima802@diagnoai.com","Dr. Ziauddin Hospital                 Block-B, North Nazimabad, Karachi.    North Nazimabad , karachi"
"Dr. Naser Ali Khan","Cardiologists","Rawalpindi",17,3.7,"03105-6554989","dr..naser.ali.khan965@diagnoai.com","Armed Forces Institute of Cardiology                Peshawar Rd, Rawalpindi.   Peshawar Rd , Rawalpindi"
"Dr Muhammad Aslam","ENT Specialist","Rawalpindi",8,4,"03610-3124264","dr.muhammad.aslam727@diagnoai.com","ENT Clinic                Kashmir Gate Plaza Muree Road, Islamabad.  Muree Road , Rawalpindi"
"Dr Prof Rubina Hussain","Gynecologists","karachi",6,4.1,"03836-9924916","dr.prof.rubina.hussain957@diagnoai.com","Ziauddin Hospital                 Cifton, 4/B, Shahrah-e-Ghalib, Block 6, Clifton, Karachi.  Clifton , karachi"
"Dr Farhat Parveen Malik","Gynecologists","Rawalpindi",24,4,"03634-3769956","dr.farhat.parveen.malik412@diagnoai.com","Hamid Madical Centre                Asghar Mall Road.Margalla Welfare Hospital, Pirwadhai, Rawalpindi/Islamabad.  Pirwadhai , Rawalpindi"
"Dr Zareefuddin Khan","Pediatricians","Islamabad",18,4.7,"03650-5799559","dr.zareefuddin.khan344@diagnoai.com","Umer Ali Nursing Homepage                 Markza 1-9 Islamabad.  I9 , Islamabad"
"Dr Tahira Rashid","Gynecologists","Rawalpindi",16,3.6,"03210-5884484","dr.tahira.rashid200@diagnoai.com","Al-Qaim Hospital                ,4th-B Road, Satellite Town, Islamabad/Rawalpindi.  Satellite Town , Rawalpindi"
"Dr Kaniz Zehra Naqvi","Gynecologists","karachi",24,5,"03730-8465175","dr.kaniz.zehra.naqvi142@diagnoai.com","Liaquat National Hospital                National Stadium Road,Karachi.   National Stadium Road , karachi"
"Dr Ayesha Arshad","Skin Specialists | Dermatologists","Lahore",15,4.3,"03456-2565424","dr.ayesha.arshad373@diagnoai.com","Bismillah Hospital                Park Lane, Mozang, Lahore.  Mozang  , Lahore"
"Dr. Tariq Farman","Cardiologists","karachi",15,3.8,"03170-1207241","dr..tariq.farman519@diagnoai.com","Medicare Heart Hospital                22-23 Shaheed-e-Millat Road, Karachi.  Shaheed-e-Millat Road , karachi"
"Dr Javaid Iqbal","ENT Specialist","Lahore",7,4.6,"03212-6528545","dr.javaid.iqbal509@diagnoai.com","Al-Shafi Hospital                15-Gulshan Block, Main Bouleward, Allam Iqbal Town, Lahore.  Allam Iqbal Town , Lahore"
"Dr. Jamshaid","Gastroenterology","Lahore",23,4.6,"03493-8607827","dr..jamshaid49@diagnoai.com","Farooq Hospital                Main Boulevard Allama Iqbal Town, Lahore.  Allama Iqbal Town , Lahore"
"Dr Shahnaz Saeed Hassan","Gynecologists","Lahore",3,4.3,"03927-3190453","dr.shahnaz.saeed.hassan383@diagnoai.com","Naz Hospital                6-A, Link Shadman Road, Shadman Lahore.  Shadman Road , Lahore"
"Dr Muhammad Khalid Jamil","ENT Specialist","Islamabad",12,4.3,"03954-4557489","dr.muhammad.khalid.jamil861@diagnoai.com","House No. 15-E, Street 58, G-9/4, Islamabad.  G-9 , Islamabad"
"Dr Obaid ur Rehman","Skin Specialists | Dermatologists","Lahore",15,4,"03941-3382933","dr.obaid.ur.rehman565@diagnoai.com","Obaid-ur-Rehman clinic, 4_Mozang Road,Lahore.  Mozang Road , Lahore"
"Dr Aqeela Kausar","Gynecologists","karachi",22,4.1,"03232-2198038","dr.aqeela.kausar117@diagnoai.com","Liaquat National Hospital                National Stadium Rd, Karachi.  Stadium Road , karachi"
"Dr. Muhammad Imran Asghar","Cardiologists","Rawalpindi",13,4,"03415-9160339","dr..muhammad.imran.asghar503@diagnoai.com","Armed Forces Institute of Cardiology                 Peshawar Rd, Rawalpindi.   Peshawar Road  , Rawalpindi"
"Dr Ayesha Nasir","Gynecologists","karachi",16,4.6,"03150-1079776","dr.ayesha.nasir480@diagnoai.com","Karachi National Hospital                239, J. M. Amil Colony, M. A. Jinnah Road, Opposite Mazar-e-Quaid, Karachi.  Amil Colony , karachi"
"Dr Omar H Shaikh","Skin Specialists | Dermatologists","Lahore",20,3.6,"03290-1015046","dr.omar.h.shaikh332@diagnoai.com","The Image Clinic                 27-C-lll, M.M. Alam Road, Gulberg-lll,Lahore, Punjab, Pakistan,  Gulberg-lll , Lahore"
"Dr Mian Iftikhar Hussain","ENT Specialist","Rawalpindi",23,4.6,"03333-4275008","dr.mian.iftikhar.hussain210@diagnoai.com","965-B, Near Haidry Chowk Saidpur Road.  Saidpur , Rawalpindi"
"Dr Shahnaz Akber Hussaini","Gynecologists","karachi",18,4.4,"03192-5567794","dr.shahnaz.akber.hussaini902@diagnoai.com","Liaquat National Hospital & Medical College                 WASC OPD No. 04 , L.N.H., National Stadium Road, Karachi.   National Stadium Road , karachi"
"Dr. Khalid Zafar Hashmi","Hematologist","karachi",4,3.7,"03386-4120988","dr..khalid.zafar.hashmi360@diagnoai.com","Sindh Institute of Urology and Transplantation - S.I.U.T                Chand Bi Bi Road, Civil Hospital, Karachi.  Chand Bi Bi Road , karachi"
"Dr Ghufranullah Khan","Cardiologists","karachi",8,4.5,"03575-9475857","dr.ghufranullah.khan437@diagnoai.com","Tabba Heart Institute                Street 1, Block No. 2, Federal "B" Area, Hussainabad Street,   Hussainabad  , karachi"
"Dr Zia Mahmood","ENT Specialist","Rawalpindi",23,4.2,"03576-8093579","dr.zia.mahmood430@diagnoai.com","965/B Adjacent allied Bank, Near Haidry Chowk Saidpur Road, Islamabad.  Saidpur Road , Rawalpindi"
"Dr Rubina Javaid","Gynecologists","Rawalpindi",9,4,"03990-6380594","dr.rubina.javaid144@diagnoai.com","Heart international                610, Peshawar Road, Saddar, Islamabad/Rawalpindi.  Saddar , Rawalpindi"
"Dr. Javaid Asghar","Radiologist","Lahore",22,4.6,"03277-5767213","dr..javaid.asghar928@diagnoai.com","Doctor's Hospital Lahore                 152-G/1, Canal Bank, Johar Town, Lahore.  Johar Town , Lahore"
"Dr Havovi Z Birdie","Gynecologists","karachi",11,3.5,"03137-7565428","dr.havovi.z.birdie333@diagnoai.com","Dr Ziauddin Hospital                 Block-B, North Nazimabad, Karachi.  North Nazimabad , karachi"
"Dr Bilqees Manzoor","Gynecologists","karachi",20,4,"03635-1169214","dr.bilqees.manzoor841@diagnoai.com","Dr Ziauudin Hospital                 Block-B, North Nazimabad, Karachi.  North Nazimabad , karachi"
"Dr Hamid Hassan","Cardiologists","Lahore",24,3.9,"03385-7631062","dr.hamid.hassan666@diagnoai.com","Ihsan Mumtaz Hospital                71, Maulana Shaukat Ali Road, Block E, Phase 1, Johar Town, Lahore  Johar Town , Lahore"
"Dr Jamshed Bin Saeed","ENT Specialist","Rawalpindi",12,3.8,"03160-7457285","dr.jamshed.bin.saeed431@diagnoai.com","KRL Hospital                G-9, Islamabad.  G-9 , Rawalpindi"
"Dr Saadia Waraich","Gynecologists","karachi",5,4.5,"03596-7287562","dr.saadia.waraich584@diagnoai.com","Liaquat National Hospital & Medical College                National Stadium Rd, Karachi.  Stadium Road , karachi"
"Dr Asim Ali Hyder","Skin Specialists | Dermatologists","Lahore",13,4.8,"03483-4956094","dr.asim.ali.hyder657@diagnoai.com","First Medical 934-B Faisal Town Lahore.  FaisalTown , Lahore"
"Dr Lumaan Sheikh","Gynecologists","karachi",24,3.6,"03106-2022044","dr.lumaan.sheikh54@diagnoai.com","The Aga Khan University Hospital                 AKUH Consulting Clinic, Stadium Road, Karachi.  Stadium Road , karachi"
"Dr Nasreen Suleman","Gynecologists","Lahore",6,4.3,"03757-5103312","dr.nasreen.suleman620@diagnoai.com","Al-Shafi Hospital                Al-Shafi Hospital, 15-Gulshan Block, Main Bouleward, Allam Iqbal Town, Lahore.   Allam Iqbal Town , Lahore"
